ObjectId	Longitude	Latitude	Name	Address_1	Address_2	City	State	Zip	9	10	11	County	Type		
	-81.705594	30.36209	FIRST CHRONICLE BAPTIST CHURCH	2559 W 30TH ST		JACKSONVILLE	FL	32209				Duval	CHURCH		
	-81.653448	30.329238	ST JOHNS EPISCOPAL CATHEDRAL	256 E CHURCH ST		JACKSONVILLE	FL	32202				Duval	CHURCH		
	-81.708591	30.33118	CATHEDRAL OF FAITH	2591 W BEAVER ST		JACKSONVILLE	FL	32209				Duval	CHURCH		
	-81.707466	30.371096	ST ANDREWS BAPTIST CHURCH	2600 W 45TH ST		JACKSONVILLE	FL	32209				Duval	CHURCH		
	-81.658635	30.353866	FAITH OUTREACH MINISTRY	2605 N PEARL ST		JACKSONVILLE	FL	32206				Duval	CHURCH		
	-81.691157	30.311671	ST PAUL'S CHURCH	2609 PARK ST		JACKSONVILLE	FL	32204				Duval	CHURCH		
	-81.706953	30.359489	THE MISSION HOUSE OF PRAYER	2609 W 25TH ST		JACKSONVILLE	FL	32209				Duval	CHURCH		
	-81.695759	30.39117	WORD VINE CHRISTIAN FELLOWSHIP	2633 VAN GUNDY RD		JACKSONVILLE	FL	32208				Duval	CHURCH		
	-81.45911	30.300771	NEW LIFE CHRISTAIN FELLOWSHIP	2701 HODGES BLVD		JACKSONVILLE	FL	32224				Duval	CHURCH		
	-81.709018	30.378446	ST PAUL LUTHERIN CHURCH	2730 EDGEWOOD AVE W		JACKSONVILLE	FL	32209				Duval	CHURCH		
	-81.691265	30.438802	OPEN ARMS CHURCH	2763 DUNN AVE		JACKSONVILLE	FL	32218				Duval	CHURCH		
	-81.709853	30.377753	ZION HOPE	2803 EDGEWOOD AVE W		JACKSONVILLE	FL	32209				Duval	CHURCH		
	-81.525714	30.294847	WHETSTONE MINISTRIES	2804 ST JOHNS BLUFF RD S		JACKSONVILLE	FL	32246				Duval	CHURCH		
	-81.646442	30.372665	UNITY MISSIONARY BAPTIST CHURCH	281 E 44TH ST		JACKSONVILLE	FL	32208				Duval	CHURCH		
	-81.702954	30.319124	GRACE AND TRUTH COMMUNITY CHURCH	2930 ROSSELLE ST		JACKSONVILLE	FL	32205				Duval	CHURCH		
	-81.689662	30.326059	UNITED BAPTIST CHURCH	296 WOODLAWN AVE		JACKSONVILLE	FL	32204				Duval	CHURCH		
	-81.630965	30.185292	TABERNACULO CHURCH	2980 HARTLEY RD		JACKSONVILLE	FL	32257				Duval	CHURCH		
	-81.698289	30.405345	KINGDOM HALL SOUTEL	3003 SOUTEL DR		JACKSONVILLE	FL	32208				Duval	CHURCH		
	-81.718761	30.351074	WORD OF TRUTH CHURCH	3012 W 12TH ST		JACKSONVILLE	FL	32254				Duval	CHURCH		
	-81.705825	30.321964	LOVE TRUTH AND DELIVERING CHURCH	3018 LENOX AVE		JACKSONVILLE	FL	32254				Duval	CHURCH		
	-81.648324	30.292442	SOUTHSIDE METHODIST CHURCH	3120 HENDRICKS AVE		JACKSONVILLE	FL	32207				Duval	CHURCH		
	-81.559225	30.287345	CALVARY CHRISTAIN ACADEMY	3266 SOUTHSIDE BLVD		JACKSONVILLE	FL	32216				Duval	CHURCH		
	-81.715223	30.397469	BELIEVING UNTO RIGHTOUSNESS	3306 N PEARL ST		JACKSONVILLE	FL	32206				Duval	CHURCH		
	-81.674922	30.358348	FAUST TEMPLE	3328 MONCRIEF RD		JACKSONVILLE	FL	32209				Duval	CHURCH		
	-81.393556	30.295537	BEACHES UNITED METHODIST CHURC	334 8TH AVE N		JACKSONVILLE BEACH	FL	32250				Duval	CHURCH		
	-81.711757	30.359153	FIRST TITUS MISSIONARY BAPTIST	3365 VERNICE ST		JACKSONVILLE	FL	32209				Duval	CHURCH		
	-81.625445	30.290167	NEW BEGINNINGS OUTREACH MINISTRIES	3550 SPRING PARK RD		JACKSONVILLE	FL	32207				Duval	CHURCH		
	-81.622951	30.248102	SAN JOSE CATHOLIC CHURCH	3619 TOLEDO RD		JACKSONVILLE	FL	32217				Duval	CHURCH		
	-81.657535	30.361365	BIBLEWAY CHURCH	3716 N PEARL ST		JACKSONVILLE	FL	32206				Duval	CHURCH		
	-81.707218	30.389338	ST PAUL BAPTIST CHURCH	3738 WINTON DR		JACKSONVILLE	FL	32208				Duval	CHURCH		
	-81.764295	30.266768	WESTSIDE CHURCH OF GOD	3838 FIRESTONE RD		JACKSONVILLE	FL	32210				Duval	CHURCH		
	-81.493288	30.277756	KERNAN BAPTIST CHURCH	4000 KERNAN BLVD S		JACKSONVILLE	FL	32224				Duval	CHURCH		
	-81.650902	30.280414	HENDRICKS AVE BAPTIST	4001 HENDRICKS AVE		JACKSONVILLE	FL	32207				Duval	CHURCH		
	-81.657207	30.363318	NORTH PEARL BAPTIST CHURCH	4003 N PEARL ST		JACKSONVILLE	FL	32206				Duval	CHURCH		
	-81.720886	30.314705	MURRAY HILL UNITED METHOD CHUR	4101 COLLEGE ST		JACKSONVILLE	FL	32205				Duval	CHURCH		
	-81.650729	30.279063	ALL SAINTS CHURCH	4171 HENDRICKS AVE		JACKSONVILLE	FL	32207				Duval	CHURCH		
	-81.621195	30.290627	KINGDOM HALL EMERSON	4228 EMERSON ST		JACKSONVILLE	FL	32207				Duval	CHURCH		
	-81.705478	30.323837	FAUST TEMPLE NO 2	427 MCDUFF AVE S		JACKSONVILLE	FL	32254				Duval	CHURCH		
	-81.604882	30.323347	ARLINGTON CONGREGATIONAL CHURCH	431 UNIVERSITY BLVD N		JACKSONVILLE	FL	32211				Duval	CHURCH		
	-81.609753	30.279175	ENGLEWOOD CHRISTIAN CHURCH	4316 BARNES RD		JACKSONVILLE	FL	32207				Duval	CHURCH		
	-81.619957	30.290507	TRINITY CHURCH	4327 EMERSON ST		JACKSONVILLE	FL	32207				Duval	CHURCH		
	-81.72197	30.283988	CHOSEN VESSELS CHRISTIAN FELLOWSHIP	4545 SHIRLEY AVE		JACKSONVILLE	FL	32210				Duval	CHURCH		
	-81.624578	30.274783	KINGDOM ON EARTH MINISTRY	4613 PHILIPS HWY		JACKSONVILLE	FL	32207				Duval	CHURCH		
	-81.698867	30.365422	NORTHSIDE CHURCH OF CHRIST	4736 AVENUE B		JACKSONVILLE	FL	32209				Duval	CHURCH		
	-81.669878	30.368858	MOUNT CALVARY CHURCH	4751 WALGREEN RD		JACKSONVILLE	FL	32209				Duval	CHURCH		
	-81.600731	30.252695	CHURCH OF THE REDEEMER	4815 EXECUTIVE PARK CT		JACKSONVILLE	FL	32216				Duval	CHURCH		
	-81.722097	30.402131	FIRST NEW ZION BAPTIST CHURCH	4835 SOUTEL DR		JACKSONVILLE	FL	32208				Duval	CHURCH		
	-81.661295	30.33749	ST JOSEPH MISSIONARY BAPTIST CHURCH	485 W 1ST ST		JACKSONVILLE	FL	32202				Duval	CHURCH		
	-81.71252	30.247457	ST PETER EPISCOPAL CHURCH	5042 TIMUQUANA RD		JACKSONVILLE	FL	32210				Duval	CHURCH		
	-81.663201	30.332946	UNITED HOUSE OF PRAYER	505 W BEAVER ST		JACKSONVILLE	FL	32202				Duval	CHURCH		
	-81.734328	30.309153	POTTERS HOUSE WORSHIP CENTER	5119 NORMANDY BLVD		JACKSONVILLE	FL	32205				Duval	CHURCH		
	-81.740149	30.336093	PAXON REVIVAL CENTER	5461 COMMONWEALTH AVE		JACKSONVILLE	FL	32254				Duval	CHURCH		
	-81.740597	30.336075	PAXON REVIVAL CHURCH	5461 COMMONWEALTH AVE		JACKSONVILLE	FL	32254				Duval	CHURCH		
	-81.656684	30.373879	NEW HOPE ASSEMBLY OF GOD	5518 PEARL ST N		JACKSONVILLE	FL	32208				Duval	CHURCH		
	-81.732407	30.411091	GREATER GRANT MEM. CHURCH	5533 GILCHRIST RD		JACKSONVILLE	FL	32219				Duval	CHURCH		
	-81.605737	30.311786	ST PAULS EPISCOPAL CHURCH	5616 ATLANTIC BLVD		JACKSONVILLE	FL	32207				Duval	CHURCH		
	-81.683481	30.378854	MISSIONARY TABERNACLE BAPTIST CHURCH	5730 SAWYER AVE		JACKSONVILLE	FL	32208				Duval	CHURCH		
	-81.743013	30.245253	SACRED HEART CATHOLIC CHURCH	5752 BLANDING BLVD		JACKSONVILLE	FL	32244				Duval	CHURCH		
	-81.746257	30.314107	EVANGEL TEMPLE	5755 RAMONA BLVD		JACKSONVILLE	FL	32205				Duval	CHURCH		
	-81.735714	30.384335	CHURCH OF GOD SANCTUARY OF PRAISE	5755 SOUTEL DR		JACKSONVILLE	FL	32219				Duval	CHURCH		
	-81.599014	30.331781	CHURCH OF THE LIVING GOD - HARRIS AVE	5770 HARRIS AVE		JACKSONVILLE	FL	32211				Duval	CHURCH		
	-81.605601	30.275078	VINEYARD CHRISTIAN CHURCH	5854 UNIVERSITY BLVD W		JACKSONVILLE	FL	32216				Duval	CHURCH		
	-81.737561	30.382698	REVIVAL CHURCH	5856 SOUTEL DR		JACKSONVILLE	FL	32219				Duval	CHURCH		
	-81.604946	30.274626	CAMPUS CRUSADE	5860 MOUNT CARMEL TER		JACKSONVILLE	FL	32216				Duval	CHURCH		
	-81.693019	30.37821	ST THOMAS MISSIONARY BAPTIST CHURCH	5863 MONCRIEF RD		JACKSONVILLE	FL	32209				Duval	CHURCH		
	-81.723528	30.369628	TRUE INHERITANCE MINISTRIES	5912 NEW KINGS RD		JACKSONVILLE	FL	32209				Duval	CHURCH		
	-81.610778	30.262534	JOURNEY CHURCH OF JAX	5941 RICHARD ST		JACKSONVILLE	FL	32216				Duval	CHURCH		
	-81.644197	30.258842	LAKEWOOD UNITED METHODIST	6133 SAN JOSE BLVD		JACKSONVILLE	FL	32217				Duval	CHURCH		
	-81.5953	30.333583	ARLINGTON CHURCH OF CHRIST	6215 ARLINGTON RD		JACKSONVILLE	FL	32211				Duval	CHURCH		
	-81.664346	30.3332	TRINITY MISSIONS	627 W BEAVER ST		JACKSONVILLE	FL	32202				Duval	CHURCH		
	-81.698929	30.384187	HOUSE OF GOD CHURCH	6279 RESTLAWN DR		JACKSONVILLE	FL	32208				Duval	CHURCH		
	-81.746937	30.282039	GOSPEL TABERNACLE	6316 SAN JUAN AVE		JACKSONVILLE	FL	32210				Duval	CHURCH		
	-81.745981	30.233772	GREATER ZION GROWTH	6317 118TH ST		JACKSONVILLE	FL	32244				Duval	CHURCH		
	-81.597381	30.280842	PRINCE OF PEACE CHURCH	6320 BENNETT RD		JACKSONVILLE	FL	32216				Duval	CHURCH		
	-81.639229	30.329555	GREATER ST MATTHEWS	649 FRANKLIN ST		JACKSONVILLE	FL	32202				Duval	CHURCH		
	-81.697168	30.389812	ST MARK BAPTIST CHURCH	6538 RESTLAWN DR		JACKSONVILLE	FL	32208				Duval	CHURCH		
	-81.756547	30.313908	GRACE INTERNATIONAL CHURCH	6611 RAMONA BLVD		JACKSONVILLE	FL	32205				Duval	CHURCH		
	-81.417627	30.328817	ATLANTIC BEACH ASSEMBLEY OF GOD	680 MAYPORT RD		ATLANTIC BEACH	FL	32233				Duval	CHURCH		
	-81.759352	30.342988	RIVER CITY FAMILY CHURCH	6800 W 5TH ST		JACKSONVILLE	FL	32254				Duval	CHURCH		
	-81.585348	30.351922	ST MATTHEWS LUTHERAN CHURCH	6801 MERRILL RD		JACKSONVILLE	FL	32277				Duval	CHURCH		
	-81.756717	30.192671	THE CHURCH AT ARGYLE	6823 ARGYLE FOREST BLVD		JACKSONVILLE	FL	32244				Duval	CHURCH		
	-81.649745	30.381855	ISREAL UNITED MISSIONARY BAPTIST	6901 N MAIN ST		JACKSONVILLE	FL	32208				Duval	CHURCH		
	-81.730204	30.381287	SAINT PAUL AME CHURCH	6910 NEW KINGS RD		JACKSONVILLE	FL	32219				Duval	CHURCH		
	-81.730984	30.382836	KINGDOM HALL NEW KINGS RD	7021 NEW KINGS RD		JACKSONVILLE	FL	32219				Duval	CHURCH		
	-81.620474	30.236227	KINGDOM HALL SAN JOSE	7040 SAN JOSE BLVD		JACKSONVILLE	FL	32217				Duval	CHURCH		
	-81.750955	30.382421	PROVIDENCE CHURCH	7134 OLD KINGS RD		JACKSONVILLE	FL	32219				Duval	CHURCH		
	-81.644013	30.332779	CHURCH OF THE LIVING GOD ODESSA	714 ODESSA ST		JACKSONVILLE	FL	32206				Duval	CHURCH		
	-81.732097	30.384638	FRIENDSHIP BAPTIST CHURCH	7141 NEW KINGS RD		JACKSONVILLE	FL	32219				Duval	CHURCH		
	-81.674384	30.383118	LEM TURNER CIRCLE CHURCH	7144 LEM TURNER CIR		JACKSONVILLE	FL	32208				Duval	CHURCH		
	-81.58413	30.327741	CREPA CHURCH	7171 ARLINGTON EXPY		JACKSONVILLE	FL	32211				Duval	CHURCH		
	-81.675379	30.38565	FIRST THESSALONIANS BAPTIST CHURCH	7307 LEM TURNER RD		JACKSONVILLE	FL	32208				Duval	CHURCH		
	-81.643876	30.333553	NEW FOUNTAIN AME CHURCH	737 JESSIE ST		JACKSONVILLE	FL	32206				Duval	CHURCH		
	-81.583995	30.324318	CHRIST THE KING	742 ARLINGTON RD N		JACKSONVILLE	FL	32211				Duval	CHURCH		
	-81.54749	30.17042	MT ZION MISSION BAPTIST CHURCH	7468 MAGNOLIA ST		JACKSONVILLE	FL	32258				Duval	CHURCH		
	-81.58418	30.240391	SOUTHPOINT COMMUNITY CHURCH	7556 SALISBURY RD		JACKSONVILLE	FL	32256				Duval	CHURCH		
	-81.735508	30.390764	PHILIPPIAN COMMUNITY CHURCH	7578 NEW KINGS RD		JACKSONVILLE	FL	32219				Duval	CHURCH		
	-81.678586	30.387887	ROCK OF AGES CHURCH	7604 SMYRNA ST		JACKSONVILLE	FL	32208				Duval	CHURCH		
	-81.571254	30.366674	CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS	7665 FORT CAROLINE RD		JACKSONVILLE	FL	32277				Duval	CHURCH		
	-81.656883	30.38789	LIFE CHANGES COMMUNITY CHURCH	7700 PEARL ST N		JACKSONVILLE	FL	32208				Duval	CHURCH		
	-81.776679	30.284364	WESTSIDE BAPTIST CHURCH	7775 HERLONG RD		JACKSONVILLE	FL	32210				Duval	CHURCH		
	-81.552354	30.227136	SHEPARD OF THE WOODS	7860 SOUTHSIDE BLVD		JACKSONVILLE	FL	32256				Duval	CHURCH		
	-81.578582	30.33631	PARKWOOD BAPTIST CHURCH	7900 LONESTAR RD		JACKSONVILLE	FL	32211				Duval	CHURCH		
	-81.793228	30.31193	TRINITY BAPTIST	800 HAMMOND BLVD		JACKSONVILLE	FL	32221				Duval	CHURCH		
	-81.783136	30.313573	MARIETTA CHURCH	8076 RAMONA BLVD W		JACKSONVILLE	FL	32221				Duval	CHURCH		
	-81.747091	30.399408	BRIDEGROOM CHURCH	8117 THRASHER AVE		JACKSONVILLE	FL	32219				Duval	CHURCH		
	-81.680203	30.316059	RIVERSIDE PARK UNITED METHODIST	819 PARK ST		JACKSONVILLE	FL	32204				Duval	CHURCH		
	-81.741502	30.399485	DELIVERANCE TEMPLE	8225 MONCRIEF DINSMORE RD		JACKSONVILLE	FL	32219				Duval	CHURCH		
	-81.56791	30.33768	ST PAUL UNITED METHODIST CHURCH	8264 LONE STAR RD		JACKSONVILLE	FL	32211				Duval	CHURCH		
	-81.587319	30.227537	CHURCH OF JACKSONVILLE	8313 BAYCENTER RD		JACKSONVILLE	FL	32256				Duval	CHURCH		
	-81.587319	30.227537	THE CHURCH OF JACKSONVILLE	8313 BAYCENTER RD		JACKSONVILLE	FL	32256				Duval	CHURCH		
	-81.415762	30.339049	NEW COMMUNITY BAPTIST CHURCH	84 LEWIS ST		ATLANTIC BEACH	FL	32233				Duval	CHURCH		
	-81.6799	30.316626	RIVERSIDE PRESBYTERIAN CHURCH	849 PARK ST		JACKSONVILLE	FL	32204				Duval	CHURCH		
	-81.792886	30.289172	MOST HOLY REDEEMER CATHOLIC CHURCH	8523 NORMANDY BLVD		JACKSONVILLE	FL	32221				Duval	CHURCH		
	-81.686457	30.37559	CHURCH OF CHRIST	8560 LEM TURNER RD		JACKSONVILLE	FL	32208				Duval	CHURCH		
	-81.795157	30.203708	WESTVIEW LIVINGWORD CHRISTIAN	8565 COLLINS RD		JACKSONVILLE	FL	32244				Duval	CHURCH		
	-81.750922	30.194837	THE CHURCH 320	8601 YOUNGERMAN CT		JACKSONVILLE	FL	32244				Duval	CHURCH		
	-81.578935	30.227085	BETH ISRAEL MESSIANIC	8669 BAYPINE RD		JACKSONVILLE	FL	32256				Duval	CHURCH		
	-81.710923	30.400598	MOUNT NEBO BAPTIST CHURCH	8778 LAKE PLACID DR E		JACKSONVILLE	FL	32208				Duval	CHURCH		
	-81.684085	30.401536	THE CHURCH FELLOWSHIP SANCTUARY	8808 LEM TURNER RD		JACKSONVILLE	FL	32208				Duval	CHURCH		
	-81.562513	30.337847	FAITH CHRISTIAN CENTER	8985 LONE STAR RD		JACKSONVILLE	FL	32211				Duval	CHURCH		
	-81.667368	30.342957	ST STEPHENS AME CHURCH	913 W 5TH ST		JACKSONVILLE	FL	32209				Duval	CHURCH		
	-81.680572	30.390177	HOUSEHOLD OF FAITH	925 EDGEWOOD AVE W		JACKSONVILLE	FL	32208				Duval	CHURCH		
	-81.594416	30.32952	MIDWAY TABENACLE BAPTIST CHURCH	925 NORTH ST		JACKSONVILLE	FL	32211				Duval	CHURCH		
	-81.7077	30.408166	MT LEBANDAN MISSIONARY CHURCH	9319 RIDGE BLVD		JACKSONVILLE	FL	32208				Duval	CHURCH		
	-81.548214	30.357333	KINGDOM HALL FORT CAROLINE	9358 FORT CAROLINE RD		JACKSONVILLE	FL	32225				Duval	CHURCH		
	-81.667653	30.336204	SECOND MISSIONARY BAPTIST	954 KINGS RD		JACKSONVILLE	FL	32204				Duval	CHURCH		
	-81.614893	30.199276	CHRIST CHURCH	9791 OLD ST AUGUSTINE RD		JACKSONVILLE	FL	32257				Duval	CHURCH		
	-81.736026	30.418775	HOPE CHAPEL MINISTRIES	9850 WAGNER RD		JACKSONVILLE	FL	32219				Duval	CHURCH		
	-81.820953	30.247571	NEW HOPE BAPTIST TEMPLE	9900 103RD ST		JACKSONVILLE	FL	32210				Duval	CHURCH		
	-81.677602	30.314345	QUEST DIAGNOSTIC RIVERSIDE	1000 RIVERSIDE AVE		JACKSONVILLE	FL	32204				Duval	CLINIC		
	-81.550074	30.21842	BAYMEADOWS HEALTH CARE	10058 BAYMEADOWS RD		JACKSONVILLE	FL	32256				Duval	CLINIC		
	-81.673928	30.392347	PODIATRY CENTER	1024 EDGEWOOD AVE W		JACKSONVILLE	FL	32208				Duval	CLINIC		
	-81.626762	30.190202	BAPTIST PRIMARY SAN JOSE	10337 SAN JOSE BLVD		JACKSONVILLE	FL	32257				Duval	CLINIC		
	-81.678021	30.313436	BAHRI ORTHOPAEDICS & MEDICINE CLINIC	1045 RIVERSIDE AVE		JACKSONVILLE	FL	32204				Duval	CLINIC		
	-81.67802	30.313472	CORA REHAB RIVERSIDE	1045 RIVERSIDE AVE		JACKSONVILLE	FL	32204				Duval	CLINIC		
	-81.67802	30.313472	PREMIER SPINE & PAIN CENTER	1045 RIVERSIDE AVE		JACKSONVILLE	FL	32204				Duval	CLINIC		
	-81.543545	30.246667	BAPTIST PRIMARY CENTURION	10475 CENTURION PKWY N		JACKSONVILLE	FL	32256				Duval	CLINIC		
	-81.543493	30.24664	DR HEEKIN/SOUTHSIDE OFFICE	10475 CENTURION PKWY N		JACKSONVILLE	FL	32256				Duval	CLINIC		
	-81.543545	30.246658	JACKSONVILLE SPINE CENTER	10475 CENTURION PKWY N		JACKSONVILLE	FL	32256				Duval	CLINIC		
	-81.543618	30.246677	DEERWOOD IMAGING	10475 CENTURION PKY N		JACKSONVILLE	FL	32256				Duval	CLINIC		
	-81.627967	30.178287	FIRST COAST ONCOLOGY	10881 SAN JOSE BLVD		JACKSONVILLE	FL	32223				Duval	CLINIC		
	-81.519906	30.215861	BAPTIST PRIMARY  BAYMEADOWS	10898 BAYMEADOWS RD		JACKSONVILLE	FL	32256				Duval	CLINIC		
	-81.628122	30.178737	COASTAL DENTIST	10950 SAN JOSE BLVD		JACKSONVILLE	FL	32223				Duval	CLINIC		
	-81.656504	30.337041	HEARING AND SPEECH CLINIC	1128 N LAURA ST		JACKSONVILLE	FL	32206				Duval	CLINIC		
	-81.510766	30.235974	JAX ENT	11512 LAKE MEAD AVE		JACKSONVILLE	FL	32256				Duval	CLINIC		
	-81.639847	30.445618	OCEANWAY MEDICAL CENTER	11513 N MAIN ST		JACKSONVILLE	FL	32218				Duval	CLINIC		
	-81.639131	30.357398	ELIZABETH G MEANS COMMUNITY HEALTH CENTER	1155 E 21ST ST		JACKSONVILLE	FL	32206				Duval	CLINIC		
	-81.640048	30.357373	UF HEALTH ELIZABETH G MEANS COMMUNITY HEALTH CENTER	1155 E 21ST ST		JACKSONVILLE	FL	32206				Duval	CLINIC		
	-81.523798	30.281198	INFECTIOUS DISEASE CLINIC	11555 CENTRAL PKWY		JACKSONVILLE	FL					Duval	CLINIC		
	-81.632644	30.162234	MANDARIN VETINARY CLINIC	11587 SAN JOSE BLVD		JACKSONVILLE	FL	32223				Duval	CLINIC		
	-81.632692	30.159766	FOUNTAIN FAMILY MEDICAL	11701 SAN JOSE BLVD		JACKSONVILLE	FL	32223				Duval	CLINIC		
	-81.632712	30.159838	MEMORIAL HEALTH CARE CENTER	11701 SAN JOSE BLVD		JACKSONVILLE	FL	32223				Duval	CLINIC		
	-81.513739	30.28704	MCCI MEDICAL GROUP BEACH	11744 BEACH BLVD		JACKSONVILLE	FL	32246				Duval	CLINIC		
	-81.50972	30.28702	MENTAL HEALTH RESOURCE BEACH	11820 BEACH BLVD		JACKSONVILLE	FL	32246				Duval	CLINIC		
	-81.696749	30.33013	AGAPE WEST JAX FAMILY HEALTH CENTER	120 KING ST		JACKSONVILLE	FL	32204				Duval	CLINIC		
	-81.538787	30.342188	9A IMAGING CENTER	1201 MONUMENT RD		JACKSONVILLE	FL	32225				Duval	CLINIC		
	-81.537368	30.342716	FAMILY MEDICAL CTR MONUMENT	1201 MONUMENT RD		JACKSONVILLE	FL	32225				Duval	CLINIC		
	-81.538787	30.342188	MONUMENT IMAGING CENTER	1201 MONUMENT RD		JACKSONVILLE	FL	32225				Duval	CLINIC		
	-81.665843	30.429888	DUNN AVE IMAGING CENTER	1215 DUNN AVE		JACKSONVILLE	FL	32218				Duval	CLINIC		
	-81.665843	30.429888	FAMILY CARE PARTNERS DUNN	1215 DUNN AVE		JACKSONVILLE	FL	32218				Duval	CLINIC		
	-81.665322	30.429878	FAMILY PRACTICE OF DUNN AVE	1215 DUNN AVE		JACKSONVILLE	FL	32218				Duval	CLINIC		
	-81.666062	30.42987	SIGNET DIAGNOSTICS	1215 DUNN AVE		JACKSONVILLE	FL	32218				Duval	CLINIC		
	-81.632695	30.146054	MANDARIN FAMILY MEDICAL	12276 SAN JOSE BLVD		JACKSONVILLE	FL	32223				Duval	CLINIC		
	-81.660535	30.313184	21ST CENTURY ONCOLOGY SAN MARCO	1235 SAN MARCO BLVD		JACKSONVILLE	FL	32207				Duval	CLINIC		
	-81.660535	30.313238	BAPTIST CANCER INSTUTITE	1235 SAN MARCO BLVD		JACKSONVILLE	FL	32207				Duval	CLINIC		
	-81.660535	30.313238	BAPTIST OUTPATIENT CENTER	1235 SAN MARCO BLVD		JACKSONVILLE	FL	32207				Duval	CLINIC		
	-81.660555	30.313445	HILL BREAST CENTER	1235 SAN MARCO BLVD		JACKSONVILLE	FL	32207				Duval	CLINIC		
	-81.660535	30.313238	SAN MARCO CANCER CENTER	1235 SAN MARCO BLVD		JACKSONVILLE	FL	32207				Duval	CLINIC		
	-81.655154	30.330411	LARMOYEUX CLINIC	124 E ASHLEY ST		JACKSONVILLE	FL	32202				Duval	CLINIC		
	-81.63262	30.142739	ATLAS REHAB	12421 SAN JOSE BLVD		JACKSONVILLE	FL	32223				Duval	CLINIC		
	-81.675304	30.387018	UF HEALTH FAMILY PRACTICE	1255 LILA ST		JACKSONVILLE	FL	32208				Duval	CLINIC		
	-81.485845	30.287459	KERNAN SQUARE FAMILY MEDICINE CTR	12620 BEACH BLVD		JACKSONVILLE	FL	32246				Duval	CLINIC		
	-81.472058	30.318601	BAPTIST PRIMARY ATLANTIC	13001 ATLANTIC BLVD		JACKSONVILLE	FL	32225				Duval	CLINIC		
	-81.472381	30.318476	ATLANTIC FAMILY MEDICAL	13155 ATLANTIC BLVD		JACKSONVILLE	FL	32225				Duval	CLINIC		
	-81.660546	30.312788	BAPTIST HEALTH SAN MARCO	1325 SAN MARCO BLVD		JACKSONVILLE	FL	32207				Duval	CLINIC		
	-81.660546	30.312788	INSTITUTE OF PAIN MANAGEMENT SAN MARCO	1325 SAN MARCO BLVD		JACKSONVILLE	FL	32207				Duval	CLINIC		
	-81.660546	30.312788	JAX ORTHOPEDIC INSTITUTE 1	1325 SAN MARCO BLVD		JACKSONVILLE	FL	32207				Duval	CLINIC		
	-81.751907	30.298712	ONE DAY DENTAL	1329 LANE AVE S		JACKSONVILLE	FL	32205				Duval	CLINIC		
	-81.400165	30.274499	FIRST COAST MEDICAL -BEACHES	1361 13TH AVE S		JACKSONVILLE BEACH	FL	32250				Duval	CLINIC		
	-81.400165	30.274499	JACKSONVILLE HEART CENTER	1361 13TH AVE S		JACKSONVILLE BEACH	FL	32250				Duval	CLINIC		
	-81.400207	30.274499	BEACHES NEUROLOGY	1370 13TH AVE S		JACKSONVILLE BEACH	FL	32250				Duval	CLINIC		
	-81.448133	30.287774	COASTAL PODIATRY AND WOUND CARE	14011 BEACH BLVD		JACKSONVILLE	FL	32250				Duval	CLINIC		
	-81.44806	30.287764	FAMILY MEDICAL CTR BEACH BLVD	14011 BEACH BLVD		JACKSONVILLE	FL	32250				Duval	CLINIC		
	-81.43669	30.287922	FAMILY MEDICAL CTR/BEACH BLVD	14444 BEACH BLVD		JACKSONVILLE	FL	32250				Duval	CLINIC		
	-81.53464	30.141045	BORLAND GROOVER BAPTIST SOUTH	14540 OLD ST AUGUSTINE RD		JACKSONVILLE	FL	32258				Duval	CLINIC		
	-81.65457	30.312148	ACADEMIC DERMATOLOGY CONSULTANTS	1514 NIRA ST		JACKSONVILLE	FL	32207				Duval	CLINIC		
	-81.663022	30.343859	VETERANS ADMINISTRATION - OUTPATIENT	1536 N JEFFERSON ST		JACKSONVILLE	FL	32209				Duval	CLINIC		
	-81.678679	30.311987	EAGLE EYECARE	1550 RIVERSIDE AVE		JACKSONVILLE	FL	32204				Duval	CLINIC		
	-81.678658	30.312068	DERMATOLOGY CLINIC	1551 RIVERSIDE AVE		JACKSONVILLE	FL	32204				Duval	CLINIC		
	-81.400564	30.271969	BEACHES PAIN CONSULTANTS	1577 ROBERTS DR		JACKSONVILLE BEACH	FL	32250				Duval	CLINIC		
	-81.400564	30.271969	JACKSONVILLE ORTHOPEDIC BEACHES	1577 ROBERTS DR		JACKSONVILLE BEACH	FL	32250				Duval	CLINIC		
	-81.689857	30.310561	JACKSONVILLE ENDOSCOPY CLINIC	1610 BARRS ST		JACKSONVILLE	FL	32204				Duval	CLINIC		
	-81.674224	30.432251	ECONOMY DENTURES - CHILDREN CLINIC	1680 DUNN AVE		JACKSONVILLE	FL	32218				Duval	CLINIC		
	-81.559028	30.314902	HANNA EYE CARE SOUTHSIDE	1680 SOUTHSIDE BLVD		JACKSONVILLE	FL	32216				Duval	CLINIC		
	-81.390912	30.272417	FMC DIALYSIS CLINIC	1711 5TH ST S		JACKSONVILLE BEACH	FL	32250				Duval	CLINIC		
	-81.731125	30.346125	PAXON PRIMARY FAMILY	1718 EDGEWOOD AVE N		JACKSONVILLE	FL	32254				Duval	CLINIC		
