ObjectId	Longitude	Latitude	Name	Address_1	Address_2	City	State	Zip	9	10	11	County	Type		
	-81.681919	30.317251	KIDNEY DIALYSIS CLINIC / MYRA	1107 MYRA ST		JACKSONVILLE	FL	32204				Duval	DIALYSIS CENTERS		
	-81.631238	30.471683	FRESENIUS DIALYSIS N MAIN	12961 N MAIN ST		JACKSONVILLE	FL	32218				Duval	DIALYSIS CENTERS		
	-81.51823	30.14343	DAVITA JAX SOUTH	14965 OLD ST AUGUSTINE RD		JACKSONVILLE	FL	32258				Duval	DIALYSIS CENTERS		
	-81.390851	30.272147	FRESENIUS DIALYSIS BEACHES	1711 5TH ST S		JACKSONVILLE BEACH	FL	32250				Duval	DIALYSIS CENTERS		
	-81.684729	30.386149	ARA NORTHWEST	1725 OAKHURST AVE		JACKSONVILLE	FL	32208				Duval	DIALYSIS CENTERS		
	-81.684729	30.386149	ARA NORTHWEST	1725 OAKHURST AVE		JACKSONVILLE	FL	32208				Duval	DIALYSIS CENTERS		
	-81.647342	30.307741	FRESENIUS DIALYSIS ATLANTIC	1944 ATLANTIC BLVD		JACKSONVILLE	FL	32207				Duval	DIALYSIS CENTERS		
	-81.52582	30.288732	BMA ST JOHNS/FRESENIUS	3132 ST JOHNS BLUFF RD		JACKSONVILLE	FL	32246				Duval	DIALYSIS CENTERS		
	-81.58588	30.256166	KIDNEY KARE OF JACKSONVILLE INC	4168 SOUTHPOINT PKY		JACKSONVILLE	FL	32216				Duval	DIALYSIS CENTERS		
	-81.589174	30.254408	DCI SOUTHPOINT DIALYSIS	4221 SOUTHPOINT BLVD		JACKSONVILLE	FL	32216				Duval	DIALYSIS CENTERS		
	-81.669036	30.332198	ARA WEST JACKSONVILLE	425 N LEE ST		JACKSONVILLE	FL	32204				Duval	DIALYSIS CENTERS		
	-81.664473	30.372244	DCI GATEWAY	5258 NORWOOD AVE		JACKSONVILLE	FL	32208				Duval	DIALYSIS CENTERS		
	-81.664473	30.372244	DCI GATEWAY	5258 NORWOOD AVE		JACKSONVILLE	FL	32208				Duval	DIALYSIS CENTERS		
	-81.606868	30.264696	FIRST COAST DIALYSIS/FRESENIUS	5730 BOWDEN RD		JACKSONVILLE	FL	32216				Duval	DIALYSIS CENTERS		
	-81.66437	30.34677	UF HEALTH DIALYSIS	655 W 8TH ST		JACKSONVILLE	FL	32209				Duval	DIALYSIS CENTERS		
	-81.665844	30.33431	DCI - LAVILLA	757 W UNION ST		JACKSONVILLE	FL	32202				Duval	DIALYSIS CENTERS		
	-81.775599	30.295243	NORMANDY VILLAGE DIALYSIS	7764 NORMANDY BLVD		JACKSONVILLE	FL	32221				Duval	DIALYSIS CENTERS		
	-81.573038	30.20067	FRESENIUS DIALYSIS PHILIPS	9143 PHILIPS HWY		JACKSONVILLE	FL	32256				Duval	DIALYSIS CENTERS		
	-81.603677	30.329513	DAVITA ARLINGTON	929 N UNIVERSITY BLVD		JACKSONVILLE	FL	32211				Duval	DIALYSIS CENTERS		
	-81.548302	30.326248	DAVITA REGENCY DIALYSIS	9535 REGENCY SQUARE BLVD		JACKSONVILLE	FL	32225				Duval	DIALYSIS CENTERS		
	-81.639231	30.324233	EVER BANK FIELD	1 STADIUM PL		JACKSONVILLE	FL	32202				Duval	ENTERTAINMENT		
	-81.549555	30.286617	Q BALL BILLIARDS	10150 BEACH BLVD		JACKSONVILLE	FL	32246				Duval	ENTERTAINMENT		
	-81.62626	30.191102	BOWL AMERICA MANDARIN	10333 SAN JOSE BLVD		JACKSONVILLE	FL	32257				Duval	ENTERTAINMENT		
	-81.524838	30.286919	BOWL AMERICA	11141 BEACH BLVD		JACKSONVILLE	FL	32246				Duval	ENTERTAINMENT		
	-81.656194	30.326667	FL THEATER	128 E FORSYTH ST		JACKSONVILLE	FL	32202				Duval	ENTERTAINMENT		
	-81.653567	30.472397	HOLLYWOOD THEATER @ RIVER CITY SQ	12884 CITY CENTER BLVD		JACKSONVILLE	FL	32218				Duval	ENTERTAINMENT		
	-81.733305	30.186192	AMC THEATER ORANGE PARK	1910 WELLS RD		JACKSONVILLE	FL	32073				Clay	ENTERTAINMENT		
	-81.643623	30.326042	VETERANS MEMORIAL ARENA	300 A PHILIP RANDOLPH BLVD		JACKSONVILLE	FL	32202				Duval	ENTERTAINMENT		
	-81.662248	30.325551	TIMES UNION PERFORMING ARTS	300 WATER ST		JACKSONVILLE	FL	32202				Duval	ENTERTAINMENT		
	-81.503961	30.357009	POLICE ATHLETIC FIELD	3450 MONUMENT RD		JACKSONVILLE	FL	32225				Duval	ENTERTAINMENT		
	-81.634734	30.289122	JACKSONVILLE ICE & SPORTS PLEX	3605 PHILIPS HWY		JACKSONVILLE	FL	32207				Duval	ENTERTAINMENT		
	-81.635783	30.290384	JAX INDOOR SPORTS	3605 PHILIPS HWY		JACKSONVILLE	FL	32207				Duval	ENTERTAINMENT		
	-81.643119	30.327491	JACKSONVILLE FAIR GROUNDS	510 A PHILIP RANDOLPH BLVD		JACKSONVILLE	FL	32202				Duval	ENTERTAINMENT		
	-81.588262	30.245985	DAVE & BUSTER'S	7025 SALISBURY RD		JACKSONVILLE	FL	32256				Duval	ENTERTAINMENT		
	-81.67663	30.316424	RIVERSIDE ARTS MARKET	715 RIVERSIDE AVE		JACKSONVILLE	FL	32204				Duval	ENTERTAINMENT		
	-81.566909	30.287238	JAX LANES/ BEACH BLVD	8720 BEACH BLVD		JACKSONVILLE	FL	32216				Duval	ENTERTAINMENT		
	-81.566743	30.287219	JAXS LANES BOWLING	8720 BEACH BLVD		JACKSONVILLE	FL	32216				Duval	ENTERTAINMENT		
	-81.553774	30.319409	GUITAR CENTER	9365 ATLANTIC BLVD		JACKSONVILLE	FL	32225				Duval	ENTERTAINMENT		
	-81.660247	30.316281	NORTH FLORIDA TPO	1022 PRUDENTIAL DR		JACKSONVILLE	FL	32207				Duval	GOVERNMENT OFFICES		
	-81.539019	30.286761	POST OFFICE BEACH	10700 BEACH BLVD		JACKSONVILLE	FL	32246				Duval	GOVERNMENT OFFICES		
	-81.671013	30.338541	POST OFFICE KINGS	1100 KINGS RD		JACKSONVILLE	FL	32204				Duval	GOVERNMENT OFFICES		
	-81.533511	30.286836	WORKSOURCE BEACH	11160 BEACH BLVD		JACKSONVILLE	FL	32246				Duval	GOVERNMENT OFFICES		
	-81.658781	30.329643	CITY HALL	117 W DUVAL ST		JACKSONVILLE	FL	32202				Duval	GOVERNMENT OFFICES		
	-81.658781	30.329598	DUVAL COUNTY CITY HALL	117 W DUVAL ST		JACKSONVILLE	FL	32202				Duval	GOVERNMENT OFFICES		
	-81.660076	30.337578	VITAL STATISTICS	1217 N PEARL ST		JACKSONVILLE	FL	32202				Duval	GOVERNMENT OFFICES		
	-81.488803	30.319268	TAX COLLECTOR ATLANTIC	12220 ATLANTIC BLVD		JACKSONVILLE	FL	32225				Duval	GOVERNMENT OFFICES		
	-81.63916	30.345269	JUVENILE DETENTION CENTER	1241 E 8TH ST		JACKSONVILLE	FL	32206				Duval	GOVERNMENT OFFICES		
	-81.631196	30.471827	TAX COLLECTOR MAIN ST	12961 N MAIN ST		JACKSONVILLE	FL	32218				Duval	GOVERNMENT OFFICES		
	-81.661874	30.339733	JHA	1300 BROAD ST		JACKSONVILLE	FL	32202				Duval	GOVERNMENT OFFICES		
	-81.680917	30.389962	POST OFFICE EDGEWOOD	1440 EDGEWOOD AVE W		JACKSONVILLE	FL	32208				Duval	GOVERNMENT OFFICES		
	-81.646809	30.430109	POST OFFICE BUSCH	150 BUSCH DR		JACKSONVILLE	FL	32218				Duval	GOVERNMENT OFFICES		
	-81.674255	30.432332	SOCIAL SECURITY DUNN AVE	1685 DUNN AVE		JACKSONVILLE	FL	32218				Duval	GOVERNMENT OFFICES		
	-81.653342	30.316315	DUVAL COUNTY SCHOOL BOARD	1701 PRUDENTIAL DR		JACKSONVILLE	FL	32207				Duval	GOVERNMENT OFFICES		
	-81.615562	30.302584	VOCATIONAL REHAB ART MUSEUM	2050 ART MUSEUM DR		JACKSONVILLE	FL	32207				Duval	GOVERNMENT OFFICES		
	-81.660148	30.328429	ED BALL BUILDING	214 N HOGAN ST		JACKSONVILLE	FL	32202				Duval	GOVERNMENT OFFICES		
	-81.655331	30.325657	CITY HALL ANNEX	220 E BAY ST		JACKSONVILLE	FL	32202				Duval	GOVERNMENT OFFICES		
	-81.682816	30.438943	VOCATIONAL REHAB DUNN	2255 DUNN AVE		JACKSONVILLE	FL	32218				Duval	GOVERNMENT OFFICES		
	-81.654986	30.326386	TAX COLLECTOR FORSYTH	231 E FORSYTH ST		JACKSONVILLE	FL	32202				Duval	GOVERNMENT OFFICES		
	-81.654986	30.326386	YATES BLDG	231 E FORSYTH ST		JACKSONVILLE	FL	32202				Duval	GOVERNMENT OFFICES		
	-81.65997	30.329077	FEDERAL COURTHOUSE	300 N HOGAN ST		JACKSONVILLE	FL	32202				Duval	GOVERNMENT OFFICES		
	-81.601916	30.293289	HRS UNIVERSITY	3225 UNIVERSITY BLVD S		JACKSONVILLE	FL	32207				Duval	GOVERNMENT OFFICES		
	-81.656054	30.328432	SALVATION ARMY CORRECTIONAL SERVICES	328 N OCEAN ST		JACKSONVILLE	FL	32202				Duval	GOVERNMENT OFFICES		
	-81.399455	30.390464	MAYPORT NAVAL STATION	338 BAILEY AVE		JACKSONVILLE	FL	32250				Duval	GOVERNMENT OFFICES		
	-81.735416	30.271293	TAX COLLECTOR BLANDING	3520 BLANDING BLVD		JACKSONVILLE	FL	32210				Duval	GOVERNMENT OFFICES		
	-81.736511	30.269313	CEDAR HILL SUB STATION (JSO)	3726 BLANDING BLVD		JACKSONVILLE	FL	32210				Duval	GOVERNMENT OFFICES		
	-81.70979	30.438536	PSI DUNN	3890 DUNN AVE		JACKSONVILLE	FL	32218				Duval	GOVERNMENT OFFICES		
	-81.662994	30.327317	FEDERAL BUILDING	400 W BAY ST		JACKSONVILLE	FL	32202				Duval	GOVERNMENT OFFICES		
	-81.663005	30.327326	IRS BAY	400 W BAY ST		JACKSONVILLE	FL	32202				Duval	GOVERNMENT OFFICES		
	-81.619747	30.302989	IRS CARMICHAEL	4057 CARMICHAEL AVE		JACKSONVILLE	FL	32207				Duval	GOVERNMENT OFFICES		
	-81.658593	30.329643	PUBLIC DEFENDERS OFFICE	407 N LAURA ST		JACKSONVILLE	FL	32202				Duval	GOVERNMENT OFFICES		
	-81.649472	30.32797	CCD/COUNTY CORRECTIONS DIVISION	451 CATHERINE ST		JACKSONVILLE	FL	32202				Duval	GOVERNMENT OFFICES		
	-81.651705	30.326452	DUVAL COUNTY JAIL	500 E ADAMS ST		JACKSONVILLE	FL	32202				Duval	GOVERNMENT OFFICES		
	-81.664005	30.371577	WORKSOURCE NORWOOD	5000 NORWOOD AVE		JACKSONVILLE	FL	32208				Duval	GOVERNMENT OFFICES		
	-81.664005	30.371577	CHILDREN & FAMILIES NORWOOD	5001-1 NORWOOD AVE		JACKSONVILLE	FL	32208				Duval	GOVERNMENT OFFICES		
	-81.651415	30.325614	POLICE MEMORIAL BLDG	501 E FORSYTH ST		JACKSONVILLE	FL	32202				Duval	GOVERNMENT OFFICES		
	-81.663688	30.329074	DUVAL COUNTY COURTHOUSE NEW	501 W ADAMS ST		JACKSONVILLE	FL	32202				Duval	GOVERNMENT OFFICES		
	-81.740012	30.310968	POST OFFICE VERNA	5455 VERNA BLVD		JACKSONVILLE	FL	32205				Duval	GOVERNMENT OFFICES		
	-81.738754	30.247267	POST OFFICE WESCONNETT	5501 WESCONNETT BLVD		JACKSONVILLE	FL	32244				Duval	GOVERNMENT OFFICES		
	-81.596934	30.327166	CHILDREN & FAMILIES ARLINGTON	5920 ARLINGTON EXPY		JACKSONVILLE	FL	32211				Duval	GOVERNMENT OFFICES		
	-81.7574	30.335719	TAX COLLECTOR COMMONWEALTH	6672 COMMONWEALTH AVE		JACKSONVILLE	FL	32254				Duval	GOVERNMENT OFFICES		
	-81.594891	30.242586	SOCIAL SECURITY BONNEVAL RD	7185 BONNEVAL RD S		JACKSONVILLE	FL	32256				Duval	GOVERNMENT OFFICES		
	-81.769962	30.24829	VOCATIONAL REHAB 103RD	7451 103RD ST		JACKSONVILLE	FL	32210				Duval	GOVERNMENT OFFICES		
	-81.564612	30.35226	POST OFFICE MERRILL	7707 MERRILL RD		JACKSONVILLE	FL	32277				Duval	GOVERNMENT OFFICES		
	-81.663795	30.371243	TAX COLLECTOR W 44TH ST	910 W 44TH ST		JACKSONVILLE	FL	32208				Duval	GOVERNMENT OFFICES		
	-81.667049	30.335815	CHILD SUPPORT OFFICE	921 N DAVIS ST		JACKSONVILLE	FL	32209				Duval	GOVERNMENT OFFICES		
	-81.660702	30.429916	JSO SUBSTATION DUNN	936 DUNN AVE		JACKSONVILLE	FL	32218				Duval	GOVERNMENT OFFICES		
	-81.551445	30.321195	JSO SUBSTATION ARLINGTON	9501 ARLINGTON EXPY		JACKSONVILLE	FL	32225				Duval	GOVERNMENT OFFICES		
	-81.731074	30.337093	WINN DIXIE EDGEWOOD	1012 EDGEWOOD AVE N		JACKSONVILLE	FL	32254				Duval	GROCERY STORES		
	-81.627569	30.187816	WHOLE FOODS MARKET	10601 SAN JOSE BLVD		JACKSONVILLE	FL	32257				Duval	GROCERY STORES		
	-81.664571	30.429886	PUBLIX DUNN	1100 DUNN AVE		JACKSONVILLE	FL	32218				Duval	GROCERY STORES		
	-81.60365	30.17363	WINN DIXIE OLD ST AUGUSTINE	11101 OLD ST AUGUSTINE RD		JACKSONVILLE	FL	32257				Duval	GROCERY STORES		
	-81.603177	30.171886	PUBLIX OLD ST AUG RD	11250 OLD ST AUGUSTINE RD		JACKSONVILLE	FL	32257				Duval	GROCERY STORES		
	-81.526046	30.286896	WINN DIXIE BEACH	11380 BEACH BLVD		JACKSONVILLE	FL	32246				Duval	GROCERY STORES		
	-81.63178	30.167115	PUBLIX SAN JOSE	11406 SAN JOSE BLVD		JACKSONVILLE	FL	32223				Duval	GROCERY STORES		
	-81.632692	30.159766	WINN DIXIE SAN JOSE	11701 SAN JOSE BLVD		JACKSONVILLE	FL	32223				Duval	GROCERY STORES		
	-81.415524	30.324397	WINN DIXIE NEPTUNE BCH	1209 ATLANTIC BLVD		NEPTUNE BEACH	FL	32233				Duval	GROCERY STORES		
	-81.494998	30.287254	CIRCLE JAPAN	12192 BEACH BLVD		JACKSONVILLE	FL	32246				Duval	GROCERY STORES		
	-81.484034	30.287372	PUBLIX BEACH	12620 BEACH BLVD		JACKSONVILLE	FL	32246				Duval	GROCERY STORES		
	-81.472308	30.318512	WINN DIXIE ATLANTIC	12777 ATLANTIC BLVD		JACKSONVILLE	FL	32225				Duval	GROCERY STORES		
	-81.534384	30.343806	WINN DIXIE MONUMENT	1531 MONUMENT RD		JACKSONVILLE	FL	32225				Duval	GROCERY STORES		
	-81.658695	30.345446	SPRINGFIELD SUPERETTE	1701 N PEARL ST		JACKSONVILLE	FL	32206				Duval	GROCERY STORES		
	-81.653605	30.37563	WINN DIXIE 48TH	201 W 48TH ST		JACKSONVILLE	FL	32208				Duval	GROCERY STORES		
	-81.681024	30.311108	PUBLIX RIVERSIDE	2033 RIVERSIDE AVE		JACKSONVILLE	FL	32204				Duval	GROCERY STORES		
	-81.517867	30.350027	PUBLIX MONUMENT	2771 MONUMENT RD		JACKSONVILLE	FL	32225				Duval	GROCERY STORES		
	-81.627581	30.260919	PUBLIX UNIVERSITY	2875 UNIVERSITY BLVD W		JACKSONVILLE	FL	32217				Duval	GROCERY STORES		
	-81.698014	30.438693	WINN DIXIE DUNN	3000 DUNN AVE		JACKSONVILLE	FL	32218				Duval	GROCERY STORES		
	-81.735395	30.271329	WINN DIXIE BLANDING	3538 BLANDING BLVD		JACKSONVILLE	FL	32210				Duval	GROCERY STORES		
	-81.628224	30.302546	SAVE A LOT BEACH	3556 BEACH BLVD		JACKSONVILLE	FL	32207				Duval	GROCERY STORES		
	-81.564063	30.269543	PUBLIX DEERWOOD	4320 DEERWOOD LAKE PKWY		JACKSONVILLE	FL	32216				Duval	GROCERY STORES		
	-81.522308	30.274925	PUBLIX ST JOHNS TOWN CENTER	4413 TOWNE CENTER PKWY		JACKSONVILLE	FL	32246				Duval	GROCERY STORES		
	-81.719326	30.276258	PUBLIX ROOSEVELT	4495 ROOSEVELT BLVD		JACKSONVILLE	FL	32210				Duval	GROCERY STORES		
	-81.57901	30.312735	WINN DIXIE ARLINGTON	49 ARLINGTON RD S		JACKSONVILLE	FL	32216				Duval	GROCERY STORES		
	-81.735317	30.309136	WINN DIXIE NORMANDY	5207 NORMANDY BLVD		JACKSONVILLE	FL	32205				Duval	GROCERY STORES		
	-81.664286	30.371956	PUBLIX NORWOOD	5210 NORWOOD AVE		JACKSONVILLE	FL	32208				Duval	GROCERY STORES		
	-81.728513	30.39082	WINN DIXIE MONCRIEF	5250 MONCRIEF RD W		JACKSONVILLE	FL	32209				Duval	GROCERY STORES		
	-81.743053	30.24655	ROWES SUPERMARKET	5435 BLANDING BLVD		JACKSONVILLE	FL	32244				Duval	GROCERY STORES		
	-81.696637	30.24288	WINN DIXIE ROOSEVELT	5647 ROOSEVELT BLVD		JACKSONVILLE	FL	32244				Duval	GROCERY STORES		
	-81.651293	30.375059	SAVE A LOT N MAIN	5751 N MAIN ST		JACKSONVILLE	FL	32208				Duval	GROCERY STORES		
	-81.601775	30.313479	PUBLIX ATLANTIC	5858 ATLANTIC BLVD		JACKSONVILLE	FL	32207				Duval	GROCERY STORES		
	-81.605423	30.275239	WINN DIXIE UNIVERSITY	5909 UNIVERSITY BLVD W		JACKSONVILLE	FL	32216				Duval	GROCERY STORES		
	-81.742752	30.190822	PUBLIX ARGYLE FOREST	6001 ARGYLE FOREST BLVD		JACKSONVILLE	FL	32244				Duval	GROCERY STORES		
	-81.596518	30.351722	SAVE A LOT MERRILL	6014 MERRILL RD		JACKSONVILLE	FL	32277				Duval	GROCERY STORES		
	-81.597664	30.366167	WINN DIXIE FORT CAROLINE	6060 FORT CAROLINE RD		JACKSONVILLE	FL	32277				Duval	GROCERY STORES		
	-81.703402	30.216408	MCDONALDS	6501 ROOSEVELT BLVD		JACKSONVILLE	FL	32212				Duval	GROCERY STORES		
	-81.703245	30.216903	NAS SERVEMART	6501 ROOSEVELT BLVD		JACKSONVILLE	FL	32212				Duval	GROCERY STORES		
	-81.848549	30.306084	WINN DIXIE CHAFFEE	703 CHAFFEE RD S		JACKSONVILLE	FL	32221				Duval	GROCERY STORES		
	-81.56357	30.352284	PUBLIX MERRILL	7117 MERRILL RD		JACKSONVILLE	FL	32277				Duval	GROCERY STORES		
	-81.765109	30.300469	SAVE A LOT NORMANDY	7200 NORMANDY BLVD		JACKSONVILLE	FL	32205				Duval	GROCERY STORES		
	-81.605732	30.483929	PUBLIX DUVAL STATION	731 DUVAL STATION RD		JACKSONVILLE	FL	32218				Duval	GROCERY STORES		
	-81.656813	30.386341	CARROLLS MEATS	7525 N PEARL ST		JACKSONVILLE	FL	32208				Duval	GROCERY STORES		
	-81.730946	30.331213	SAVE A LOT N EDGEWOOD	762 EDGEWOOD AVE N		JACKSONVILLE	FL	32254				Duval	GROCERY STORES		
	-81.774135	30.248239	PUBLIX 103RD	7628 103RD ST		JACKSONVILLE	FL	32210				Duval	GROCERY STORES		
	-81.776609	30.294811	PUBLIX NORMANDY	7749 NORMANDY BLVD		JACKSONVILLE	FL	32221				Duval	GROCERY STORES		
	-81.652663	30.331263	WINN DIXIE N MARKET	777 N MARKET ST		JACKSONVILLE	FL	32202				Duval	GROCERY STORES		
	-81.680328	30.392491	SAVE A LOT LEM TURNER	8000 LEM TURNER RD		JACKSONVILLE	FL	32208				Duval	GROCERY STORES		
	-81.562882	30.352309	WALMART NEIGHBORHOOD MARKET MERRILL	8011 MERRILL RD		JACKSONVILLE	FL	32277				Duval	GROCERY STORES		
	-81.568012	30.28734	ROWE'S	8595 BEACH BLVD		JACKSONVILLE	FL	32216				Duval	GROCERY STORES		
	-81.592874	30.220776	WINN DIXIE OLD KINGS	8775 OLD KINGS RD S		JACKSONVILLE	FL	32217				Duval	GROCERY STORES		
	-81.817388	30.317718	PUBLIX (WAREHOUSE)	9786 W BEAVER ST		JACKSONVILLE	FL	32220				Duval	GROCERY STORES		
	-81.554328	30.218675	WINN DIXIE BAYMEADOWS	9866 BAYMEADOWS RD		JACKSONVILLE	FL	32256				Duval	GROCERY STORES		
	-81.552375	30.220795	PUBLIX OLD BAYMEADOWS	9964 OLD BAYMEADOWS RD		JACKSONVILLE	FL	32256				Duval	GROCERY STORES		
	-81.659454	30.326573	LAINE EYE ASSOCIATES	100 W BAY ST		JACKSONVILLE	FL	32202				Duval	HEALTH SERVICE		
	-81.627569	30.187816	AFFORDABLE DENTURES - JAX	10503 SAN JOSE BLVD		JACKSONVILLE	FL	32257				Duval	HEALTH SERVICE		
	-81.656485	30.337249	SPEECH & HEARING CENTER LAURA ST	1128 LAURA ST		JACKSONVILLE	FL	32206				Duval	HEALTH SERVICE		
	-81.522424	30.281023	COASTAL SPINE CENTER	11555 CENTRAL PKY		JACKSONVILLE	FL	32224				Duval	HEALTH SERVICE		
	-81.539893	30.341696	CONSOLIDATED LAB MONUMENT	1201 MONUMENT RD		JACKSONVILLE	FL	32225				Duval	HEALTH SERVICE		
	-81.660535	30.313238	BAPTIST EYE INSTITUTE	1235 SAN MARCO BLVD		JACKSONVILLE	FL	32207				Duval	HEALTH SERVICE		
	-81.634087	30.46301	ATHLETES CHOICE FITNESS	12425 N MAIN ST		JACKSONVILLE	FL	32218				Duval	HEALTH SERVICE		
	-81.660546	30.312788	REED MEDICAL	1325 SAN MARCO BLVD		JACKSONVILLE	FL	32207				Duval	HEALTH SERVICE		
	-81.653706	30.344385	PREMIER PHARMACY	150 E 8TH ST		JACKSONVILLE	FL	32206				Duval	HEALTH SERVICE		
	-81.660543	30.309276	HANGER PROSTHETIC-SAN MARCO	1561 SAN MARCO BLVD		JACKSONVILLE	FL	32207				Duval	HEALTH SERVICE		
	-81.558791	30.310966	SOUTHSIDE FAMILY MEDICAL	1906 SOUTHSIDE BLVD		JACKSONVILLE	FL	32216				Duval	HEALTH SERVICE		
	-81.662698	30.349073	UF HEALTH PROTON THERAPY	2015 JEFFERSON ST		JACKSONVILLE	FL	32206				Duval	HEALTH SERVICE		
	-81.731146	30.353887	NORTHWEST BEHAVIORAL HEALTH	2392 EDGEWOOD AVE N		JACKSONVILLE	FL	32254				Duval	HEALTH SERVICE		
	-81.705952	30.327269	RIVER REGION DROP IN CENTER	3020 WARRINGTON ST		JACKSONVILLE	FL	32254				Duval	HEALTH SERVICE		
	-81.529194	30.294019	BROOKS CLUB HOUSE	3197 CORTEZ RD		JACKSONVILLE	FL	32246				Duval	HEALTH SERVICE		
	-81.664602	30.3303	UNITED OPTICAL LAB	326 BROAD ST		JACKSONVILLE	FL	32202				Duval	HEALTH SERVICE		
	-81.631563	30.30402	NEW HEIGHTS CEREBRAPALSY CENTER	3311 BEACH BLVD		JACKSONVILLE	FL	32207				Duval	HEALTH SERVICE		
	-81.387796	30.263416	BEACHES IMAGING	3316 3RD ST S		JACKSONVILLE BEACH	FL	32250				Duval	HEALTH SERVICE		
	-81.602228	30.289561	MEDICAL DIAGNOSTIC CENTER	3550 UNIVERSITY BLVD S		JACKSONVILLE	FL	32216				Duval	HEALTH SERVICE		
	-81.602282	30.289012	BROOKS REHAB NEURO RECOVERY	3599 UNIVERSITY BLVD S		JACKSONVILLE	FL	32216				Duval	HEALTH SERVICE		
	-81.602282	30.289012	NEPHROLOGY ASSOCIATES	3599 UNIVERSITY BLVD S		JACKSONVILLE	FL	32216				Duval	HEALTH SERVICE		
	-81.602325	30.288526	MEMORIAL EXPRESS CARE	3625 UNIVERSITY BLVD S		JACKSONVILLE	FL	32216				Duval	HEALTH SERVICE		
	-81.602709	30.281718	HALLIDAYS PHARMACY	4133 UNIVERSITY BLVD S		JACKSONVILLE	FL	32216				Duval	HEALTH SERVICE		
	-81.584089	30.256243	DENIST OF JACKSONVILLE/ DR DAVIS	4189 SOUTHPOINT DR E		JACKSONVILLE	FL	32216				Duval	HEALTH SERVICE		
	-81.681601	30.314693	BREMER BRACE	423 MARGARET ST		JACKSONVILLE	FL	32204				Duval	HEALTH SERVICE		
	-81.448136	30.254261	HOSPICE MCGRAW CENTER	4715 WORRALL WAY		JACKSONVILLE	FL	32224				Duval	HEALTH SERVICE		
	-81.740497	30.314121	COMMUNITY HOSPICE /RAMONA	5450 RAMONA BLVD		JACKSONVILLE	FL	32205				Duval	HEALTH SERVICE		
	-81.632632	30.247058	UNIV OF FL SAN JOSE	5614 SAN JOSE BLVD		JACKSONVILLE	FL	32217				Duval	HEALTH SERVICE		
	-81.595312	30.290645	SOUTHSIDE HEARTH CENTER	6444 BEACH BLVD		JACKSONVILLE	FL	32216				Duval	HEALTH SERVICE		
	-81.589753	30.366393	FT CAROLINE FAMILY CARE	6484 FORT CAROLINE RD		JACKSONVILLE	FL	32277				Duval	HEALTH SERVICE		
	-81.583264	30.257115	COLLIERS SPINE	6859 BELFORT OAKS PL		JACKSONVILLE	FL	32216				Duval	HEALTH SERVICE		
	-81.577285	30.321592	FIRST COAST HEALTH & REHAB	7723 JASPER AVE		JACKSONVILLE	FL	32211				Duval	HEALTH SERVICE		
	-81.774869	30.295756	CURVES NORMANDY	7749 NORMANDY BLVD		JACKSONVILLE	FL	32221				Duval	HEALTH SERVICE		
	-81.581832	30.242304	AMERICA SLEEP MEDICINE	7900 BELFORT PKWY		JACKSONVILLE	FL	32256				Duval	HEALTH SERVICE		
	-81.576711	30.22327	AMERICAN HOME PATIENT INC	8190 BAYMEADOWS WAY W		JACKSONVILLE	FL	32256				Duval	HEALTH SERVICE		
	-81.664038	30.316278	BAPTIST WOMEN PAVILLION	836 PRUDENTIAL DR		JACKSONVILLE	FL	32207				Duval	HEALTH SERVICE		
	-81.731015	30.333905	DOCTORS CENTER	837 EDGEWOOD AVE N		JACKSONVILLE	FL	32254				Duval	HEALTH SERVICE		
	-81.552576	30.250033	LIFE COUNSELING CENTER	8825 PERIMETER PARK BLVD		JACKSONVILLE	FL	32216				Duval	HEALTH SERVICE		
	-81.509728	30.217011	FIRST COAST FAMILY MEDICINE	9191 R G SKINNER PKWY		JACKSONVILLE	FL	32256				Duval	HEALTH SERVICE		
	-81.69583	30.22388	NAS SATELLITE PHARMACY	950 BISCAYNE ST		JACKSONVILLE	FL	32212				Duval	HEALTH SERVICE		
	-81.541285	30.322582	VOLLAND & ASSOC.	9951 ATLANTIC BLVD		JACKSONVILLE	FL	32225				Duval	HEALTH SERVICE		
	-81.540657	30.326309	ATRIUM WAY HEALTH CENTER	9960 ATRIUM WAY		JACKSONVILLE	FL	32225				Duval	HEALTH SERVICE		
	-81.689194	30.308354	ST VINCENTS HOSPITAL	1 SHIRCLIFF WAY		JACKSONVILLE	FL	32204				Duval	HOSPITALS		
	-81.578947	30.459023	BOWDEN EYE ASSOCIATES	12341 YELLOW BLUFF RD		JACKSONVILLE	FL	32226				Duval	HOSPITALS		
	-81.400227	30.274544	BAPTIST BEACHES MEDICAL OFFICE	1350 13TH AVE S		JACKSONVILLE BEACH	FL	32250				Duval	HOSPITALS		
	-81.398791	30.274538	BAPTIST MEDICAL CENTER BEACHES	1350 13TH AVE S		JACKSONVILLE BEACH	FL	32250				Duval	HOSPITALS		
	-81.400394	30.274536	BAPTIST BEACHES PHARMACY	1370 13TH AVE S		JACKSONVILLE BEACH	FL	32250				Duval	HOSPITALS		
	-81.533216	30.141059	BAPTIST SOUTH BLDG 2	14540 OLD ST AUGUSTINE RD		JACKSONVILLE	FL	32258				Duval	HOSPITALS		
